 ASIGNATURA;TEMA O CONCEPTO;SOLO;BLOOM;TEMA_CLASIFICADO
PROGRAMACIÓN IMPERATIVA;Cadenas y ciclos for.;Abstracto Extendido;Aplicar;Otros
PROGRAMACIÓN IMPERATIVA;Cadenas y ciclos for;Abstracto Extendido;Aplicar;Otros
PROGRAMACIÓN IMPERATIVA;Definición del problema para la asignatura programación imperativa.;Abstracto Extendido;Aplicar;Otros
PROGRAMACIÓN IMPERATIVA;Definición problema objetivos y relación con la programación imperativa;Abstracto Extendido;Aplicar;Otros
ESTRUCTURAS DE DATOS;Multilistas;Abstracto Extendido;Analizar;Programación Python
ANÁLISIS Y DISEÑO DE ALGORITMOS;Algoritmo ruta mas corta grafo matriz;Abstracto Extendido;Aplicar;Algoritmia
SISTEMAS DISTRIBUIDOS COMPUTACIONALES;Protocolo RPC;NO HAY VERBO;NO HAY VERBO;Otros
SISTEMAS DISTRIBUIDOS COMPUTACIONALES;Protocolo RPC ;NO HAY VERBO;NO HAY VERBO;Otros
SISTEMAS DISTRIBUIDOS COMPUTACIONALES;Programación RPC ;Abstracto Extendido;Aplicar;Otros
SISTEMAS DISTRIBUIDOS COMPUTACIONALES;Web service ;NO HAY VERBO;NO HAY VERBO;Algoritmia
SISTEMAS DISTRIBUIDOS COMPUTACIONALES;Sistemas en la Nube;NO HAY VERBO;NO HAY VERBO;Otros
SISTEMAS DISTRIBUIDOS COMPUTACIONALES;Contenedores Docker ;NO HAY VERBO;NO HAY VERBO;Programación Java
ANÁLISIS Y DISEÑO DE ALGORITMOS;algoritmo cinètico de montecarlo;Relacional;Recordar;Algoritmia
ALGORITMIA Y PROGRAMACIÓN;Errores de logica y operadores logicos;NO HAY VERBO;NO HAY VERBO;Otros
ALGORITMIA Y PROGRAMACIÓN;Funcion cuadratica con raices complejas;NO HAY VERBO;NO HAY VERBO;Otros
ALGORITMIA Y PROGRAMACIÓN;Indicaciones para resolución de ejercicio MCD. Caso especial;Multiestructural;Aplicar;Otros
ALGORITMIA Y PROGRAMACIÓN;resolucion ejercicio 6 del parcial;Multiestructural;Aplicar;Otros
ALGORITMIA Y PROGRAMACIÓN;Series de taylor implementadas en VBA;NO HAY VERBO;NO HAY VERBO;Programación VBA
ALGORITMIA Y PROGRAMACIÓN;Introducción a proyecto integrador;Abstracto Extendido;Aplicar;Proyecto Integrador
PROGRAMACIÓN IMPERATIVA;Definición del problema;Abstracto Extendido;Aplicar;Proyecto Integrador
PROGRAMACIÓN IMPERATIVA;Descriciónobjetivos alcance;Abstracto Extendido;Aplicar;Programación Java
ANÁLISIS Y DISEÑO DE ALGORITMOS;algoritmos de árboles;Multiestructural;Aplicar;Algoritmia
ANÁLISIS Y DISEÑO DE ALGORITMOS;algoritmo de ruta minima;Multiestructural;Aplicar;Algoritmia
ANÁLISIS Y DISEÑO DE ALGORITMOS;aloritmo ruta minima;Multiestructural;Aplicar;Otros
ARQUITECTURA DE SOFTWARE;PEER TO PEER;Abstracto Extendido;Analizar;Otros
ARQUITECTURA DE SOFTWARE;TIPOS DE DIAGRAMAS UML CONCEPTOS PROPIEDADES Y USOS;Abstracto Extendido;Aplicar;Otros
ESTRUCTURAS DE DATOS;Listas Enlazadas;Abstracto Extendido;Analizar;Programación Python
ESTRUCTURAS DE DATOS;Listas enlazadas;Abstracto Extendido;Analizar;Programación Python
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;GUI;Abstracto Extendido;Aplicar;Otros
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;Concepto de videojuego para evaluar las emociones a partir del color;Abstracto Extendido;Evaluar;Otros
ALGORITMIA Y PROGRAMACIÓN;Instrucciones de entrada y salida;NO HAY VERBO;NO HAY VERBO;Otros
ALGORITMIA Y PROGRAMACIÓN;Concepto básicos visual basic;NO HAY VERBO;NO HAY VERBO;Programación VBA
ESTRUCTURAS DE DATOS;Multilistas;Abstracto Extendido;Analizar;Programación Python
ESTRUCTURAS DE DATOS;Multilista ;Abstracto Extendido;Analizar;Programación Python
ANÁLISIS Y DISEÑO DE ALGORITMOS;algoritmo de ruta minima;Multiestructural;Aplicar;Algoritmia
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;Criterios de Aceptación - ML System;NO HAY VERBO;NO HAY VERBO;Investigación
ARQUITECTURA DE SOFTWARE;Tipos de arquitecturas(SOA), Retroalimentación del Parcial - Entrega de Notas;Abstracto Extendido;Analizar;Otros
ARQUITECTURA DE SOFTWARE;TIPOS DE DIAGRAMAS UML CONCEPTOS PROPIEDADES Y USOS;Abstracto Extendido;Aplicar;Otros
ARQUITECTURA DE SOFTWARE;Atributos de calidad y sus características en el desarrollo de software.;Abstracto Extendido;Aplicar;Proyecto Integrador
ALGORITMIA Y PROGRAMACIÓN;Problema ecuación recta;NO HAY VERBO;NO HAY VERBO;Otros
SISTEMAS DISTRIBUIDOS COMPUTACIONALES;CONDOR - CONCEPTO HISTORIA Y CARACTERISTICAS;NO HAY VERBO;NO HAY VERBO;Otros
PROGRAMACIÓN PARA DISPOSITIVOS ANDROID;Creación subgrupo de gitlab;NO HAY VERBO;NO HAY VERBO;Otros
PROGRAMACIÓN PARA DISPOSITIVOS ANDROID;revisión app;Multiestructural;Comprender;Otros
ANÁLISIS Y DISEÑO DE ALGORITMOS;operaciones elementales en algoritmos;Multiestructural;Aplicar;Algoritmia
ANÁLISIS Y DISEÑO DE ALGORITMOS;algoritmo ruta  minima;Multiestructural;Aplicar;Algoritmia
ANÁLISIS Y DISEÑO DE ALGORITMOS;algoritmo backtracking;Multiestructural;Aplicar;Algoritmia
PROGRAMACIÓN PARA DISPOSITIVOS ANDROID;Testeo de aplicación;NO HAY VERBO;NO HAY VERBO;Otros
PROGRAMACIÓN PARA DISPOSITIVOS ANDROID;aceptación estándares XML;NO HAY VERBO;NO HAY VERBO;Otros
INGENIERÍA DE SOFTWARE;Ciclo de vida del software;Abstracto Extendido;Evaluar;Otros
ESTRUCTURAS DE DATOS;Listas enlazadas ;Abstracto Extendido;Analizar;Programación Python
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Arraylist;Abstracto Extendido;Aplicar;Programación Java
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;distribución binomial;NO HAY VERBO;NO HAY VERBO;Otros
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;Teoría de colas;NO HAY VERBO;NO HAY VERBO;Estadística y Matemáticas
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;teoria de colas;NO HAY VERBO;NO HAY VERBO;Estadística y Matemáticas
ESTRUCTURAS DE DATOS;Pilas y Colas;Abstracto Extendido;Analizar;Programación Java
ESTRUCTURAS DE DATOS;Estructura de Colas;Abstracto Extendido;Analizar;Otros
ESTRUCTURAS DE DATOS;Pilas y Colas;Abstracto Extendido;Analizar;Programación Java
ESTRUCTURAS DE DATOS;Multilistas;Abstracto Extendido;Analizar;Programación Python
ESTRUCTURAS DE DATOS;Multilistas;Abstracto Extendido;Analizar;Programación Python
ESTRUCTURAS DE DATOS;Árboles;Abstracto Extendido;Analizar;Programación Robot
ALGORITMIA Y PROGRAMACIÓN;Instrucciones de entrada y salida;NO HAY VERBO;NO HAY VERBO;Otros
ALGORITMIA Y PROGRAMACIÓN;Seguimiento de ejercicios algoritmia;NO HAY VERBO;NO HAY VERBO;Algoritmia
ALGORITMIA Y PROGRAMACIÓN;Estructura condicional if;NO HAY VERBO;NO HAY VERBO;Otros
ANÁLISIS Y DISEÑO DE ALGORITMOS;Lema de arden;Preestructural;Comprender;Otros
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Herencia;Abstracto Extendido;Aplicar;Programación Python
ESTRUCTURAS DE DATOS;Listas enlazadas;Abstracto Extendido;Analizar;Programación Python
ESTRUCTURAS DE DATOS;Listas enlazadas;Abstracto Extendido;Analizar;Programación Python
ANÁLISIS Y DISEÑO DE ALGORITMOS;Algoritmos;Multiestructural;Aplicar;Algoritmia
ANÁLISIS Y DISEÑO DE ALGORITMOS;Algoritmos;Multiestructural;Aplicar;Algoritmia
ANÁLISIS Y DISEÑO DE ALGORITMOS;Algoritmoa aplicados;Multiestructural;Aplicar;Algoritmia
ALGORITMIA Y PROGRAMACIÓN;ejercicio teorema pitágoras;NO HAY VERBO;NO HAY VERBO;Estadística y Matemáticas
ALGORITMIA Y PROGRAMACIÓN;Problema ecuación recdta;NO HAY VERBO;NO HAY VERBO;Otros
ALGORITMIA Y PROGRAMACIÓN;Arreglos;NO HAY VERBO;NO HAY VERBO;Otros
ALGORITMIA Y PROGRAMACIÓN;Ciclos ;NO HAY VERBO;NO HAY VERBO;Otros
PROGRAMACIÓN IMPERATIVA;manejo de entorno de programación  en c++;Abstracto Extendido;Aplicar;Otros
PROGRAMACIÓN IMPERATIVA;estructura if then else;Abstracto Extendido;Aplicar;Otros
PROGRAMACIÓN IMPERATIVA;funciones ;Abstracto Extendido;Aplicar;Otros
PROGRAMACIÓN IMPERATIVA;argumentos de Funciones;Abstracto Extendido;Aplicar;Otros
PROGRAMACIÓN IMPERATIVA;funciones;Abstracto Extendido;Aplicar;Otros
PROGRAMACIÓN IMPERATIVA;cadenas y ciclo for;Abstracto Extendido;Aplicar;Otros
PROGRAMACIÓN IMPERATIVA;cadenas y caracteres;Abstracto Extendido;Aplicar;Otros
PROGRAMACIÓN IMPERATIVA;Funciones parámetros por referencia;Abstracto Extendido;Aplicar;Otros
PROGRAMACIÓN IMPERATIVA;tipos de datos strings;Abstracto Extendido;Aplicar;Otros
PROGRAMACIÓN IMPERATIVA;Arreglos  vectores;Abstracto Extendido;Aplicar;Otros
PROGRAMACIÓN IMPERATIVA;Funciones;Abstracto Extendido;Aplicar;Otros
ESTRUCTURAS DE DATOS;Listas enlazadas;Abstracto Extendido;Analizar;Programación Python
ESTRUCTURAS DE DATOS;listas enlazada simples;Abstracto Extendido;Analizar;Programación Python
ESTRUCTURAS DE DATOS;Listas;Abstracto Extendido;Analizar;Programación Python
ESTRUCTURAS DE DATOS;Listas enlazadas;Abstracto Extendido;Analizar;Programación Python
ESTRUCTURAS DE DATOS;Lectura de cadenas cin.getline;Abstracto Extendido;Analizar;Otros
ESTRUCTURAS DE DATOS;matrices;Abstracto Extendido;Analizar;Otros
ESTRUCTURAS DE DATOS;Lista enlazada;Abstracto Extendido;Analizar;Programación Python
ESTRUCTURAS DE DATOS;Listas doblemente enlazadas;Abstracto Extendido;Analizar;Programación Python
ESTRUCTURAS DE DATOS;Listas enlazadas;Abstracto Extendido;Analizar;Programación Python
ESTRUCTURAS DE DATOS;Multilistas;Abstracto Extendido;Analizar;Programación Python
ESTRUCTURAS DE DATOS;Proyecto integrador;Abstracto Extendido;Aplicar;Proyecto Integrador
ESTRUCTURAS DE DATOS;Multilistas;Abstracto Extendido;Analizar;Programación Python
ESTRUCTURAS DE DATOS;Multilistas;Abstracto Extendido;Analizar;Programación Python
ESTRUCTURAS DE DATOS;Multilistas;Abstracto Extendido;Analizar;Programación Python
ESTRUCTURAS DE DATOS;Recorrido listas;Abstracto Extendido;Analizar;Programación Python
ESTRUCTURAS DE DATOS;Apuntadores sobre listas;Abstracto Extendido;Analizar;Programación Python
ESTRUCTURAS DE DATOS;Árboles;Abstracto Extendido;Analizar;Programación Robot
PROGRAMACIÓN PARA DISPOSITIVOS ANDROID;Validación de arquitectura;NO HAY VERBO;NO HAY VERBO;Investigación
CONSTRUCCIÓN DE SOFTWARE;Actualización de metodología;Abstracto Extendido;Aplicar;Otros
ANÁLISIS Y DISEÑO DE ALGORITMOS;Método implícito d euler;Multiestructural;Aplicar;Algoritmia
ANÁLISIS Y DISEÑO DE ALGORITMOS;metodo explicito de euler;Multiestructural;Crear;Otros
ANÁLISIS Y DISEÑO DE ALGORITMOS;Método cinètico de montecarlo;Relacional;Recordar;Otros
ANÁLISIS Y DISEÑO DE ALGORITMOS;metodo explicito;Multiestructural;Crear;Otros
ANÁLISIS Y DISEÑO DE ALGORITMOS;metodo implicito de euler;Multiestructural;Crear;Algoritmia
CONSTRUCCIÓN DE SOFTWARE;Elementos de tecnología en software en el ejercicio del plan lector.;Abstracto Extendido;Aplicar;Otros
ANÁLISIS Y DISEÑO DE ALGORITMOS;Recurrencias;Multiestructural;Aplicar;Otros
CONSTRUCCIÓN DE SOFTWARE;Herramientas en la construcción de software - Validación Coniiti;Abstracto Extendido;Aplicar;Investigación
CONSTRUCCIÓN DE SOFTWARE;machine learning;Abstracto Extendido;Aplicar;Algoritmia
ANÁLISIS Y DISEÑO DE ALGORITMOS;ruta mínima;Multiestructural;Aplicar;Otros
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;Critesrios de aceptacion -ML System;NO HAY VERBO;NO HAY VERBO;Investigación
ARQUITECTURA DE SOFTWARE;Nivelación por motivos de intercambio en el extranjero.;Abstracto Extendido;Analizar;Otros
ARQUITECTURA DE SOFTWARE;AWS CONCEPTO HISTORIA Y SERVICIOS;Abstracto Extendido;Analizar;Otros
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;herencia;Abstracto Extendido;Aplicar;Programación Python
ESTRUCTURAS DE DATOS;Listas enlazadas;Abstracto Extendido;Analizar;Programación Python
ESTRUCTURAS DE DATOS;Listas doblemente enlazadas;Abstracto Extendido;Analizar;Programación Python
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Herencia;Abstracto Extendido;Aplicar;Programación Python
ESTRUCTURAS DE DATOS;Listas enlazadas;Abstracto Extendido;Analizar;Programación Python
ESTRUCTURAS DE DATOS;Listas enlazadas;Abstracto Extendido;Analizar;Programación Python
ESTRUCTURAS DE DATOS;Colas de prioridades;Abstracto Extendido;Analizar;Otros
ESTRUCTURAS DE DATOS;Árboles;Abstracto Extendido;Analizar;Programación Robot
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;proyecto integrador;Abstracto Extendido;Aplicar;Proyecto Integrador
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Proyecto integrador;Abstracto Extendido;Aplicar;Proyecto Integrador
ALGORITMIA Y PROGRAMACIÓN;Parámetros por referencia;NO HAY VERBO;NO HAY VERBO;Otros
INGENIERÍA DE SOFTWARE;ciclo de vida del software;Abstracto Extendido;Evaluar;Otros
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;Selección de variables en Knime;NO HAY VERBO;NO HAY VERBO;Otros
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;Naive Bayes aplicado al dataset del clima;NO HAY VERBO;NO HAY VERBO;Otros
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;Medidas de desempeño de la regresión lineal;NO HAY VERBO;NO HAY VERBO;Algoritmia
ARQUITECTURA DE SOFTWARE; TIPOS DE DIAGRAMAS UML CONCEPTOS PROPIEDADES Y USOS ;Abstracto Extendido;Aplicar;Otros
ARQUITECTURA DE SOFTWARE;Atributos de calidad y sus características en el desarrollo de software.;Abstracto Extendido;Aplicar;Proyecto Integrador
ALGORITMIA Y PROGRAMACIÓN;Errores de logica y operadores logicos;NO HAY VERBO;NO HAY VERBO;Otros
ALGORITMIA Y PROGRAMACIÓN;Funcion cuadratica con raices complejas;NO HAY VERBO;NO HAY VERBO;Otros
ALGORITMIA Y PROGRAMACIÓN;Indicaciones para resolución de ejercicio MCD. Caso especial;Multiestructural;Aplicar;Otros
ALGORITMIA Y PROGRAMACIÓN;resolucion ejercicio 6 del parcial;Multiestructural;Aplicar;Otros
ANÁLISIS Y DISEÑO DE ALGORITMOS;algoritmo ruta critica mínma;Abstracto Extendido;Analizar;Algoritmia
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;Criterios de Aceptación ML Systems;NO HAY VERBO;NO HAY VERBO;Investigación
ESTRUCTURAS DE DATOS;Listas enlazadas;Abstracto Extendido;Analizar;Programación Python
ESTRUCTURAS DE DATOS;Multilistas;Abstracto Extendido;Analizar;Programación Python
ESTRUCTURAS DE DATOS;Grafos;Abstracto Extendido;Analizar;Otros
ANÁLISIS Y DISEÑO DE ALGORITMOS;método montecarlo;Relacional;Recordar;Otros
ANÁLISIS Y DISEÑO DE ALGORITMOS;mètodo implicito de euler;Uniestructural;Recordar;Algoritmia
ANÁLISIS Y DISEÑO DE ALGORITMOS;algoritmos ruta minima;Multiestructural;Aplicar;Algoritmia
ALGORITMIA Y PROGRAMACIÓN;Operadores y orden de operadores;NO HAY VERBO;NO HAY VERBO;Otros
ALGORITMIA Y PROGRAMACIÓN;Diligenciamiento de formatos de proyecto integrador;Abstracto Extendido;Aplicar;Proyecto Integrador
ANÁLISIS Y DISEÑO DE ALGORITMOS;algoritmo de ruta minima;Multiestructural;Aplicar;Algoritmia
ESTRUCTURAS DE DATOS;Quicksort;Abstracto Extendido;Analizar;Otros
ESTRUCTURAS DE DATOS;Quicksort;Abstracto Extendido;Analizar;Otros
ESTRUCTURAS DE DATOS;Recorrido de árboles;Abstracto Extendido;Analizar;Programación Python
ESTRUCTURAS DE DATOS;Recorrido de árboles;Abstracto Extendido;Analizar;Programación Python
PROGRAMACIÓN IMPERATIVA;Estructuras selectivas;Abstracto Extendido;Aplicar;Otros
PROGRAMACIÓN IMPERATIVA;Proyecto integrador;Abstracto Extendido;Aplicar;Proyecto Integrador
ANÁLISIS Y DISEÑO DE ALGORITMOS;cálculo de operaciones elementales y notación asintótica;Multiestructural;Aplicar;Algoritmia
ANÁLISIS Y DISEÑO DE ALGORITMOS;complejidad computacional;Multiestructural;Aplicar;Otros
ANÁLISIS Y DISEÑO DE ALGORITMOS;árboles recursivos;Multiestructural;Aplicar;Algoritmia
ANÁLISIS Y DISEÑO DE ALGORITMOS;Backtracking;Multiestructural;Aplicar;Algoritmia
ANÁLISIS Y DISEÑO DE ALGORITMOS;algoritmo de ruta minima;Multiestructural;Aplicar;Algoritmia
ANÁLISIS Y DISEÑO DE ALGORITMOS;ruta minima;Multiestructural;Aplicar;Otros
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;Selección de variables de un dataset machine learning en Knime;NO HAY VERBO;NO HAY VERBO;Algoritmia
PROGRAMACIÓN IMPERATIVA;archivos;Abstracto Extendido;Aplicar;Otros
ESTRUCTURAS DE DATOS;Condicionales ;Abstracto Extendido;Analizar;Otros
ESTRUCTURAS DE DATOS;Listas simples;Abstracto Extendido;Analizar;Programación Python
INGENIERÍA DE SOFTWARE;integración del backend;Relacional;Comprender;Proyecto Integrador
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;Selección de variables de un dataset en Knime;NO HAY VERBO;NO HAY VERBO;Programación Python
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;Varianza en el algoritmo de k-means;NO HAY VERBO;NO HAY VERBO;Algoritmia
PROGRAMACIÓN IMPERATIVA;Ciclos;Abstracto Extendido;Aplicar;Otros
PROGRAMACIÓN IMPERATIVA;Archivos en c++;Abstracto Extendido;Aplicar;Otros
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Archivos en java;Abstracto Extendido;Aplicar;Programación Java
SISTEMAS DISTRIBUIDOS COMPUTACIONALES;Servidor AWS ;NO HAY VERBO;NO HAY VERBO;Otros
SISTEMAS DISTRIBUIDOS COMPUTACIONALES;Servidor VoIp AWS ;NO HAY VERBO;NO HAY VERBO;Otros
INGENIERÍA DE SOFTWARE;integración del backend;Relacional;Comprender;Proyecto Integrador
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;Selección de variables en Knime;NO HAY VERBO;NO HAY VERBO;Otros
ALGORITMIA Y PROGRAMACIÓN;Cargue y recorrido de Matrices;Relacional;Recordar;Otros
ALGORITMIA Y PROGRAMACIÓN;Matrices.;NO HAY VERBO;NO HAY VERBO;Otros
ANÁLISIS Y DISEÑO DE ALGORITMOS;algoritmos de programacion dinamica ruta minima;Abstracto Extendido;Aplicar;Algoritmia
ESTRUCTURAS DE DATOS;Listas enlazadas ;Abstracto Extendido;Analizar;Programación Python
ESTRUCTURAS DE DATOS;Listas enlazadas;Abstracto Extendido;Analizar;Programación Python
ESTRUCTURAS DE DATOS;Pilas;Abstracto Extendido;Analizar;Otros
ESTRUCTURAS DE DATOS;PiLAS Y COLAS;Abstracto Extendido;Analizar;Programación Java
ESTRUCTURAS DE DATOS;Árboles y grafos;Abstracto Extendido;Analizar;Otros
INGENIERÍA DE SOFTWARE;Adición en namespace de gitlab;Abstracto Extendido;Evaluar;Otros
ALGORITMIA Y PROGRAMACIÓN;Cargue y recorrido de Matrices;Relacional;Recordar;Otros
ALGORITMIA Y PROGRAMACIÓN;Matrices en VBA.;NO HAY VERBO;NO HAY VERBO;Programación VBA
ESTRUCTURAS DE DATOS;Matrices;Abstracto Extendido;Analizar;Otros
ESTRUCTURAS DE DATOS;Quicksort;Abstracto Extendido;Analizar;Otros
ESTRUCTURAS DE DATOS;Quicksort;Abstracto Extendido;Analizar;Otros
ESTRUCTURAS DE DATOS;Recorrido de árboles;Abstracto Extendido;Analizar;Programación Python
ESTRUCTURAS DE DATOS;recorrido de árboles;Abstracto Extendido;Analizar;Programación Python
ANÁLISIS Y DISEÑO DE ALGORITMOS;expresiones regulares;Multiestructural;Aplicar;Otros
ANÁLISIS Y DISEÑO DE ALGORITMOS;algoritmo ruta minima;Multiestructural;Aplicar;Algoritmia
ANÁLISIS Y DISEÑO DE ALGORITMOS;Algoritmo de Vuelta atrás (Backtracking) ;Multiestructural;Aplicar;Algoritmia
ESTRUCTURAS DE DATOS;listas dobles;Abstracto Extendido;Analizar;Programación Python
INGENIERÍA DE SOFTWARE;integración del backend;Relacional;Comprender;Proyecto Integrador
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;creación de usuario en namespace de gitlab;NO HAY VERBO;NO HAY VERBO;Otros
ALGORITMIA Y PROGRAMACIÓN;VBA Sentencias.;NO HAY VERBO;NO HAY VERBO;Programación VBA
ESTRUCTURAS DE DATOS;Multilistas;Abstracto Extendido;Analizar;Programación Python
ARQUITECTURA DE SOFTWARE;REVISION DE AUTOMATAS Nd PARA ENCONTRAR UNA GRAMATICA ACORDE AL GRAFO;Multiestructural;Comprender;Algoritmia
ESTRUCTURAS DE DATOS;Multilistas;Abstracto Extendido;Analizar;Programación Python
INGENIERÍA DE SOFTWARE;integración del backend;Relacional;Comprender;Proyecto Integrador
ANÁLISIS Y DISEÑO DE ALGORITMOS;Algoritmos;Multiestructural;Aplicar;Algoritmia
ANÁLISIS Y DISEÑO DE ALGORITMOS;Aplicación de algoritmos;Multiestructural;Aplicar;Algoritmia
PROGRAMACIÓN IMPERATIVA;Generalidades lenguaje c;Abstracto Extendido;Aplicar;Otros
ESTRUCTURAS DE DATOS;Diccionarios;Abstracto Extendido;Analizar;Programación Python
ANÁLISIS Y DISEÑO DE ALGORITMOS;expresiones regulares;Multiestructural;Aplicar;Otros
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;Critesrios de aceptacion -ML System;NO HAY VERBO;NO HAY VERBO;Investigación
INGENIERÍA DE SOFTWARE;integración del backend;Relacional;Comprender;Proyecto Integrador
PROGRAMACIÓN IMPERATIVA;Archivos;Abstracto Extendido;Aplicar;Otros
ESTRUCTURAS DE DATOS;Listas ;Abstracto Extendido;Analizar;Programación Python
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;Flujo de trabajo de Machine learning en Knime;NO HAY VERBO;NO HAY VERBO;Algoritmia
ALGORITMIA Y PROGRAMACIÓN;Interface Grafica.;NO HAY VERBO;NO HAY VERBO;Otros
ALGORITMIA Y PROGRAMACIÓN;matrices en vba;NO HAY VERBO;NO HAY VERBO;Programación VBA
ALGORITMIA Y PROGRAMACIÓN;matrices búsqueda de dato menor;NO HAY VERBO;NO HAY VERBO;Otros
ESTRUCTURAS DE DATOS;Colas;Abstracto Extendido;Analizar;Otros
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Clases;Abstracto Extendido;Aplicar;Programación Java
ARQUITECTURA DE SOFTWARE;Definición de las expectativas y alcance de los entregables de la arquitectura de software;Abstracto Extendido;Analizar;Otros
CONSTRUCCIÓN DE SOFTWARE;Desarrollo backend y patrones de diseño;Relacional;Aplicar;Investigación
ANÁLISIS Y DISEÑO DE ALGORITMOS;APLICACIÓN DE LOS ALGORTIMOS DE RECOMENDACIÓN;Multiestructural;Aplicar;Algoritmia
ANÁLISIS Y DISEÑO DE ALGORITMOS;ALGORITMOS DE ORDENAMIENTO;Multiestructural;Aplicar;Algoritmia
ANÁLISIS Y DISEÑO DE ALGORITMOS;algoritmo de divide y vencerás;Abstracto Extendido;Aplicar;Algoritmia
ESTRUCTURAS DE DATOS;Listas enlazadas;Abstracto Extendido;Analizar;Programación Python
ESTRUCTURAS DE DATOS;Lectura de cadenas;Abstracto Extendido;Analizar;Otros
ESTRUCTURAS DE DATOS;Comando Cin.getline;Abstracto Extendido;Analizar;Otros
ESTRUCTURAS DE DATOS;Matrices y estructura de datos;Abstracto Extendido;Analizar;Otros
ESTRUCTURAS DE DATOS;listas enlazadas;Abstracto Extendido;Analizar;Programación Python
ESTRUCTURAS DE DATOS;Listas enlazadas;Abstracto Extendido;Analizar;Programación Python
ESTRUCTURAS DE DATOS;Multilistas;Abstracto Extendido;Analizar;Programación Python
ESTRUCTURAS DE DATOS;Matrices y listas;Abstracto Extendido;Analizar;Programación Python
ESTRUCTURAS DE DATOS;Recorrido lista simple;Abstracto Extendido;Analizar;Programación Python
ESTRUCTURAS DE DATOS;Búsqueda en lista;Abstracto Extendido;Analizar;Programación Python
ESTRUCTURAS DE DATOS;Árboles;Abstracto Extendido;Analizar;Programación Robot
ESTRUCTURAS DE DATOS;Colas;Abstracto Extendido;Analizar;Otros
ESTRUCTURAS DE DATOS;Listas enlazadas;Abstracto Extendido;Analizar;Programación Python
ESTRUCTURAS DE DATOS;Pilas;Abstracto Extendido;Analizar;Otros
ANÁLISIS Y DISEÑO DE ALGORITMOS;Método de euler;Multiestructural;Aplicar;Otros
ANÁLISIS Y DISEÑO DE ALGORITMOS;metodo implicito de euler;Multiestructural;Crear;Algoritmia
ANÁLISIS Y DISEÑO DE ALGORITMOS;problema de ruta minima;Multiestructural;Aplicar;Otros
ANÁLISIS Y DISEÑO DE ALGORITMOS;algoritmo de ruta minima;Multiestructural;Aplicar;Algoritmia
