 ASIGNATURA;TEMA O CONCEPTO
PROGRAMACIÓN IMPERATIVA;Definición problema objetivos y relación con la programación imperativa
ESTRUCTURAS DE DATOS;Multilistas
ANÁLISIS Y DISEÑO DE ALGORITMOS;Algoritmo ruta mas corta grafo matriz
SISTEMAS DISTRIBUIDOS COMPUTACIONALES;Protocolo RPC
SISTEMAS DISTRIBUIDOS COMPUTACIONALES;Protocolo RPC 
SISTEMAS DISTRIBUIDOS COMPUTACIONALES;Programación RPC 
SISTEMAS DISTRIBUIDOS COMPUTACIONALES;Web service 
SISTEMAS DISTRIBUIDOS COMPUTACIONALES;Sistemas en la Nube
SISTEMAS DISTRIBUIDOS COMPUTACIONALES;Contenedores Docker 
ANÁLISIS Y DISEÑO DE ALGORITMOS;algoritmo cinètico de montecarlo
ALGORITMIA Y PROGRAMACIÓN;Errores de logica y operadores logicos
ALGORITMIA Y PROGRAMACIÓN;Funcion cuadratica con raices complejas
ALGORITMIA Y PROGRAMACIÓN;Indicaciones para resolución de ejercicio MCD. Caso especial
ALGORITMIA Y PROGRAMACIÓN;resolucion ejercicio 6 del parcial
ALGORITMIA Y PROGRAMACIÓN;Series de taylor implementadas en VBA
ALGORITMIA Y PROGRAMACIÓN;Introducción a proyecto integrador
PROGRAMACIÓN IMPERATIVA;Definición del problema
PROGRAMACIÓN IMPERATIVA;Descriciónobjetivos alcance
ANÁLISIS Y DISEÑO DE ALGORITMOS;algoritmos de árboles
ANÁLISIS Y DISEÑO DE ALGORITMOS;algoritmo de ruta minima
ANÁLISIS Y DISEÑO DE ALGORITMOS;aloritmo ruta minima
ARQUITECTURA DE SOFTWARE;PEER TO PEER
ARQUITECTURA DE SOFTWARE;TIPOS DE DIAGRAMAS UML CONCEPTOS PROPIEDADES Y USOS
ESTRUCTURAS DE DATOS;Listas Enlazadas
ESTRUCTURAS DE DATOS;Listas enlazadas
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;GUI
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;Concepto de videojuego para evaluar las emociones a partir del color
ALGORITMIA Y PROGRAMACIÓN;Instrucciones de entrada y salida
ALGORITMIA Y PROGRAMACIÓN;Concepto básicos visual basic
ESTRUCTURAS DE DATOS;Multilistas
ESTRUCTURAS DE DATOS;Multilista 
ANÁLISIS Y DISEÑO DE ALGORITMOS;algoritmo de ruta minima
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;Criterios de Aceptación - ML System
ARQUITECTURA DE SOFTWARE;Tipos de arquitecturas(SOA), Retroalimentación del Parcial - Entrega de Notas
ARQUITECTURA DE SOFTWARE;TIPOS DE DIAGRAMAS UML CONCEPTOS PROPIEDADES Y USOS
ARQUITECTURA DE SOFTWARE;Atributos de calidad y sus características en el desarrollo de software.
ALGORITMIA Y PROGRAMACIÓN;Problema ecuación recta
SISTEMAS DISTRIBUIDOS COMPUTACIONALES;CONDOR - CONCEPTO HISTORIA Y CARACTERISTICAS
PROGRAMACIÓN PARA DISPOSITIVOS ANDROID;Creación subgrupo de gitlab
PROGRAMACIÓN PARA DISPOSITIVOS ANDROID;revisión app
ANÁLISIS Y DISEÑO DE ALGORITMOS;operaciones elementales en algoritmos
ANÁLISIS Y DISEÑO DE ALGORITMOS;algoritmo ruta  minima
ANÁLISIS Y DISEÑO DE ALGORITMOS;algoritmo backtracking
PROGRAMACIÓN PARA DISPOSITIVOS ANDROID;Testeo de aplicación
PROGRAMACIÓN PARA DISPOSITIVOS ANDROID;aceptación estándares XML
INGENIERÍA DE SOFTWARE;Ciclo de vida del software
ESTRUCTURAS DE DATOS;Listas enlazadas 
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Arraylist
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;distribución binomial
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;Teoría de colas
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;teoria de colas
ESTRUCTURAS DE DATOS;Pilas y Colas
ESTRUCTURAS DE DATOS;Estructura de Colas
ESTRUCTURAS DE DATOS;Pilas y Colas
ESTRUCTURAS DE DATOS;Multilistas
ESTRUCTURAS DE DATOS;Multilistas
ESTRUCTURAS DE DATOS;Árboles
ALGORITMIA Y PROGRAMACIÓN;Instrucciones de entrada y salida
ALGORITMIA Y PROGRAMACIÓN;Seguimiento de ejercicios algoritmia
ALGORITMIA Y PROGRAMACIÓN;Estructura condicional if
ANÁLISIS Y DISEÑO DE ALGORITMOS;Lema de arden
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Herencia
ESTRUCTURAS DE DATOS;Listas enlazadas
ESTRUCTURAS DE DATOS;Listas enlazadas
ANÁLISIS Y DISEÑO DE ALGORITMOS;Algoritmos
ANÁLISIS Y DISEÑO DE ALGORITMOS;Algoritmos
ANÁLISIS Y DISEÑO DE ALGORITMOS;Algoritmoa aplicados
ALGORITMIA Y PROGRAMACIÓN;ejercicio teorema pitágoras
ALGORITMIA Y PROGRAMACIÓN;Problema ecuación recdta
ALGORITMIA Y PROGRAMACIÓN;Arreglos
ALGORITMIA Y PROGRAMACIÓN;Ciclos 
PROGRAMACIÓN IMPERATIVA;manejo de entorno de programación  en c++
PROGRAMACIÓN IMPERATIVA;estructura if then else
PROGRAMACIÓN IMPERATIVA;funciones 
PROGRAMACIÓN IMPERATIVA;argumentos de Funciones
PROGRAMACIÓN IMPERATIVA;funciones
PROGRAMACIÓN IMPERATIVA;cadenas y ciclo for
PROGRAMACIÓN IMPERATIVA;cadenas y caracteres
PROGRAMACIÓN IMPERATIVA;Funciones parámetros por referencia
PROGRAMACIÓN IMPERATIVA;tipos de datos strings
PROGRAMACIÓN IMPERATIVA;Arreglos  vectores
PROGRAMACIÓN IMPERATIVA;Funciones
ESTRUCTURAS DE DATOS;Listas enlazadas
ESTRUCTURAS DE DATOS;listas enlazada simples
ESTRUCTURAS DE DATOS;Listas
ESTRUCTURAS DE DATOS;Listas enlazadas
ESTRUCTURAS DE DATOS;Lectura de cadenas cin.getline
ESTRUCTURAS DE DATOS;matrices
ESTRUCTURAS DE DATOS;Lista enlazada
ESTRUCTURAS DE DATOS;Listas doblemente enlazadas
ESTRUCTURAS DE DATOS;Listas enlazadas
ESTRUCTURAS DE DATOS;Multilistas
ESTRUCTURAS DE DATOS;Proyecto integrador
ESTRUCTURAS DE DATOS;Multilistas
ESTRUCTURAS DE DATOS;Multilistas
ESTRUCTURAS DE DATOS;Multilistas
ESTRUCTURAS DE DATOS;Recorrido listas
ESTRUCTURAS DE DATOS;Apuntadores sobre listas
ESTRUCTURAS DE DATOS;Árboles
PROGRAMACIÓN PARA DISPOSITIVOS ANDROID;Validación de arquitectura
CONSTRUCCIÓN DE SOFTWARE;Actualización de metodología
ANÁLISIS Y DISEÑO DE ALGORITMOS;Método implícito d euler
ANÁLISIS Y DISEÑO DE ALGORITMOS;metodo explicito de euler
ANÁLISIS Y DISEÑO DE ALGORITMOS;Método cinètico de montecarlo
ANÁLISIS Y DISEÑO DE ALGORITMOS;metodo explicito
ANÁLISIS Y DISEÑO DE ALGORITMOS;metodo implicito de euler
CONSTRUCCIÓN DE SOFTWARE;Elementos de tecnología en software en el ejercicio del plan lector.
ANÁLISIS Y DISEÑO DE ALGORITMOS;Recurrencias
CONSTRUCCIÓN DE SOFTWARE;Herramientas en la construcción de software - Validación Coniiti
CONSTRUCCIÓN DE SOFTWARE;machine learning
ANÁLISIS Y DISEÑO DE ALGORITMOS;ruta mínima
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;Critesrios de aceptacion -ML System
ARQUITECTURA DE SOFTWARE;Nivelación por motivos de intercambio en el extranjero.
ARQUITECTURA DE SOFTWARE;AWS CONCEPTO HISTORIA Y SERVICIOS
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;herencia
ESTRUCTURAS DE DATOS;Listas enlazadas
ESTRUCTURAS DE DATOS;Listas doblemente enlazadas
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Herencia
ESTRUCTURAS DE DATOS;Listas enlazadas
ESTRUCTURAS DE DATOS;Listas enlazadas
ESTRUCTURAS DE DATOS;Colas de prioridades
ESTRUCTURAS DE DATOS;Árboles
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;proyecto integrador
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Proyecto integrador
ALGORITMIA Y PROGRAMACIÓN;Parámetros por referencia
INGENIERÍA DE SOFTWARE;ciclo de vida del software
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;Selección de variables en Knime
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;Naive Bayes aplicado al dataset del clima
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;Medidas de desempeño de la regresión lineal
ARQUITECTURA DE SOFTWARE; TIPOS DE DIAGRAMAS UML CONCEPTOS PROPIEDADES Y USOS 
ARQUITECTURA DE SOFTWARE;Atributos de calidad y sus características en el desarrollo de software.
ALGORITMIA Y PROGRAMACIÓN;Errores de logica y operadores logicos
ALGORITMIA Y PROGRAMACIÓN;Funcion cuadratica con raices complejas
ALGORITMIA Y PROGRAMACIÓN;Indicaciones para resolución de ejercicio MCD. Caso especial
ALGORITMIA Y PROGRAMACIÓN;resolucion ejercicio 6 del parcial
ANÁLISIS Y DISEÑO DE ALGORITMOS;algoritmo ruta critica mínma
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;Criterios de Aceptación ML Systems
ESTRUCTURAS DE DATOS;Listas enlazadas
ESTRUCTURAS DE DATOS;Multilistas
ESTRUCTURAS DE DATOS;Grafos
ANÁLISIS Y DISEÑO DE ALGORITMOS;método montecarlo
ANÁLISIS Y DISEÑO DE ALGORITMOS;mètodo implicito de euler
ANÁLISIS Y DISEÑO DE ALGORITMOS;algoritmos ruta minima
ALGORITMIA Y PROGRAMACIÓN;Operadores y orden de operadores
ALGORITMIA Y PROGRAMACIÓN;Diligenciamiento de formatos de proyecto integrador
ANÁLISIS Y DISEÑO DE ALGORITMOS;algoritmo de ruta minima
ESTRUCTURAS DE DATOS;Quicksort
ESTRUCTURAS DE DATOS;Quicksort
ESTRUCTURAS DE DATOS;Recorrido de árboles
ESTRUCTURAS DE DATOS;Recorrido de árboles
PROGRAMACIÓN IMPERATIVA;Estructuras selectivas
PROGRAMACIÓN IMPERATIVA;Proyecto integrador
ANÁLISIS Y DISEÑO DE ALGORITMOS;cálculo de operaciones elementales y notación asintótica
ANÁLISIS Y DISEÑO DE ALGORITMOS;complejidad computacional
ANÁLISIS Y DISEÑO DE ALGORITMOS;árboles recursivos
ANÁLISIS Y DISEÑO DE ALGORITMOS;Backtracking
ANÁLISIS Y DISEÑO DE ALGORITMOS;algoritmo de ruta minima
ANÁLISIS Y DISEÑO DE ALGORITMOS;ruta minima
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;Selección de variables de un dataset machine learning en Knime
PROGRAMACIÓN IMPERATIVA;archivos
ESTRUCTURAS DE DATOS;Condicionales 
ESTRUCTURAS DE DATOS;Listas simples
INGENIERÍA DE SOFTWARE;integración del backend
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;Selección de variables de un dataset en Knime
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;Varianza en el algoritmo de k-means
PROGRAMACIÓN IMPERATIVA;Ciclos
PROGRAMACIÓN IMPERATIVA;Archivos en c++
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Archivos en java
SISTEMAS DISTRIBUIDOS COMPUTACIONALES;Servidor AWS 
SISTEMAS DISTRIBUIDOS COMPUTACIONALES;Servidor VoIp AWS 
INGENIERÍA DE SOFTWARE;integración del backend
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;Selección de variables en Knime
ALGORITMIA Y PROGRAMACIÓN;Cargue y recorrido de Matrices
ALGORITMIA Y PROGRAMACIÓN;Matrices.
ANÁLISIS Y DISEÑO DE ALGORITMOS;algoritmos de programacion dinamica ruta minima
ESTRUCTURAS DE DATOS;Listas enlazadas 
ESTRUCTURAS DE DATOS;Listas enlazadas
ESTRUCTURAS DE DATOS;Pilas
ESTRUCTURAS DE DATOS;PiLAS Y COLAS
ESTRUCTURAS DE DATOS;Árboles y grafos
INGENIERÍA DE SOFTWARE;Adición en namespace de gitlab
ALGORITMIA Y PROGRAMACIÓN;Cargue y recorrido de Matrices
ALGORITMIA Y PROGRAMACIÓN;Matrices en VBA.
ESTRUCTURAS DE DATOS;Matrices
ESTRUCTURAS DE DATOS;Quicksort
ESTRUCTURAS DE DATOS;Quicksort
ESTRUCTURAS DE DATOS;Recorrido de árboles
ESTRUCTURAS DE DATOS;recorrido de árboles
ANÁLISIS Y DISEÑO DE ALGORITMOS;expresiones regulares
ANÁLISIS Y DISEÑO DE ALGORITMOS;algoritmo ruta minima
ANÁLISIS Y DISEÑO DE ALGORITMOS;Algoritmo de Vuelta atrás (Backtracking) 
ESTRUCTURAS DE DATOS;listas dobles
INGENIERÍA DE SOFTWARE;integración del backend
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;creación de usuario en namespace de gitlab
ALGORITMIA Y PROGRAMACIÓN;VBA Sentencias.
ESTRUCTURAS DE DATOS;Multilistas
ARQUITECTURA DE SOFTWARE;REVISION DE AUTOMATAS Nd PARA ENCONTRAR UNA GRAMATICA ACORDE AL GRAFO
ESTRUCTURAS DE DATOS;Multilistas
INGENIERÍA DE SOFTWARE;integración del backend
ANÁLISIS Y DISEÑO DE ALGORITMOS;Algoritmos
ANÁLISIS Y DISEÑO DE ALGORITMOS;Aplicación de algoritmos
PROGRAMACIÓN IMPERATIVA;Generalidades lenguaje c
ESTRUCTURAS DE DATOS;Diccionarios
ANÁLISIS Y DISEÑO DE ALGORITMOS;expresiones regulares
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;Critesrios de aceptacion -ML System
INGENIERÍA DE SOFTWARE;integración del backend
PROGRAMACIÓN IMPERATIVA;Archivos
ESTRUCTURAS DE DATOS;Listas 
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;Flujo de trabajo de Machine learning en Knime
ALGORITMIA Y PROGRAMACIÓN;Interface Grafica.
ALGORITMIA Y PROGRAMACIÓN;matrices en vba
ALGORITMIA Y PROGRAMACIÓN;matrices búsqueda de dato menor
ESTRUCTURAS DE DATOS;Colas
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Clases
ARQUITECTURA DE SOFTWARE;Definición de las expectativas y alcance de los entregables de la arquitectura de software
CONSTRUCCIÓN DE SOFTWARE;Desarrollo backend y patrones de diseño
ANÁLISIS Y DISEÑO DE ALGORITMOS;APLICACIÓN DE LOS ALGORTIMOS DE RECOMENDACIÓN
ANÁLISIS Y DISEÑO DE ALGORITMOS;ALGORITMOS DE ORDENAMIENTO
ANÁLISIS Y DISEÑO DE ALGORITMOS;algoritmo de divide y vencerás
ESTRUCTURAS DE DATOS;Listas enlazadas
ESTRUCTURAS DE DATOS;Lectura de cadenas
ESTRUCTURAS DE DATOS;Comando Cin.getline
ESTRUCTURAS DE DATOS;Matrices y estructura de datos
ESTRUCTURAS DE DATOS;listas enlazadas
ESTRUCTURAS DE DATOS;Listas enlazadas
ESTRUCTURAS DE DATOS;Multilistas
ESTRUCTURAS DE DATOS;Matrices y listas
ESTRUCTURAS DE DATOS;Recorrido lista simple
ESTRUCTURAS DE DATOS;Búsqueda en lista
ESTRUCTURAS DE DATOS;Árboles
ESTRUCTURAS DE DATOS;Colas
ESTRUCTURAS DE DATOS;Listas enlazadas
ESTRUCTURAS DE DATOS;Pilas
ANÁLISIS Y DISEÑO DE ALGORITMOS;Método de euler
ANÁLISIS Y DISEÑO DE ALGORITMOS;metodo implicito de euler
ANÁLISIS Y DISEÑO DE ALGORITMOS;problema de ruta minima
ANÁLISIS Y DISEÑO DE ALGORITMOS;algoritmo de ruta minima
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;distribución binomial 
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;teoria de colas
SISTEMAS DISTRIBUIDOS COMPUTACIONALES;Protocolo RPC 
SISTEMAS DISTRIBUIDOS COMPUTACIONALES;Protocolo RPC
SISTEMAS DISTRIBUIDOS COMPUTACIONALES;Web service 
CONSTRUCCIÓN DE SOFTWARE;Planificación de Procesos
SISTEMAS DISTRIBUIDOS COMPUTACIONALES;Sistemas en la Nube 
SISTEMAS DISTRIBUIDOS COMPUTACIONALES;Contenedores Docker
SISTEMAS DISTRIBUIDOS COMPUTACIONALES;Kubernetes 
INGENIERÍA WEB;Estimación de Software
INGENIERÍA WEB;Requerimientos y diseño
INGENIERÍA WEB;Casos de uso y diagramas de secuencia
INGENIERÍA WEB;Estimación de Software
INGENIERÍA WEB;Requerimientos y diseño
INGENIERÍA WEB;Casos de uso y diagramas de secuencia
ESTRUCTURAS DE DATOS;listas enlazadas proyectos
ESTRUCTURAS DE DATOS;multilistas
ESTRUCTURAS DE DATOS;árboles
PROGRAMACIÓN PARA DISPOSITIVOS ANDROID;Creación subgrupo gitlab
PROGRAMACIÓN PARA DISPOSITIVOS ANDROID;Validación de prototipo
PROGRAMACIÓN PARA DISPOSITIVOS ANDROID;Validación desarrollo aplicación movíl CONIITI
ANÁLISIS Y DISEÑO DE ALGORITMOS;programaciòn dinàmica ruta mìnima
ANÁLISIS Y DISEÑO DE ALGORITMOS;algoritmo de ruta minima
ANÁLISIS Y DISEÑO DE ALGORITMOS;algoritmos de ruta minima
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;Criterios de acpetación ML-System
ALGORITMIA Y PROGRAMACIÓN;Configuración de la pestaña programador en vba.
ALGORITMIA Y PROGRAMACIÓN;Sentencias en vba.
PROGRAMACIÓN IMPERATIVA;Funciones con arreglos y matrices
PROGRAMACIÓN IMPERATIVA;Estructuras en C++
PROGRAMACIÓN IMPERATIVA;Estructuras en c++
ALGORITMIA Y PROGRAMACIÓN;Error ejercicio interface grafica vba.
ALGORITMIA Y PROGRAMACIÓN;matrices.
ALGORITMIA Y PROGRAMACIÓN;matrices aplicadas a la programación.
PROGRAMACIÓN IMPERATIVA;Estructuras Selectivas
INGENIERÍA DE SOFTWARE;intyegración del backend
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;Selección de variables de un dataset en Knime
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;Varianza en el algoritmo de k-means
ESTRUCTURAS DE DATOS;Matrices
ESTRUCTURAS DE DATOS;Quicksort
ESTRUCTURAS DE DATOS;Quicksort
ESTRUCTURAS DE DATOS;Recorrido de árboles
ESTRUCTURAS DE DATOS;Recorrido de árboles
ANÁLISIS Y DISEÑO DE ALGORITMOS;expresiones regulares
ANÁLISIS Y DISEÑO DE ALGORITMOS;Algoritmo de ruta mínima.
ANÁLISIS Y DISEÑO DE ALGORITMOS;Algoritmo de Vuelta atrás o Backtracking
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;Selección de variables de un dataset
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;Selección de variables en un dataset
ALGORITMIA Y PROGRAMACIÓN;PROGRAMACIÓN APLICADA AL PROYECTO INTEGRADOR
ALGORITMIA Y PROGRAMACIÓN;APLICACIÓN DE VBA CENTRADA EN EL PROYECTO INTEGRADOR
PROGRAMACIÓN IMPERATIVA;struct
PROGRAMACIÓN IMPERATIVA;Matrices
PROGRAMACIÓN IMPERATIVA;Matrices en c++
PROGRAMACIÓN IMPERATIVA;Matrices en c++
ALGORITMIA Y PROGRAMACIÓN;Condicionales
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Requerimientos de usuario
ESTRUCTURAS DE DATOS;Listas doblemente enlazadas
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Requerimientos funionales
ESTRUCTURAS DE DATOS;Listas doblemente enlazadas
PROGRAMACIÓN IMPERATIVA;Ciclos anidados
PROGRAMACIÓN IMPERATIVA;Ciclos
PROGRAMACIÓN IMPERATIVA;matrices y arreglos
PROGRAMACIÓN IMPERATIVA;arreglos y matrices
PROGRAMACIÓN IMPERATIVA;Funciones y matrices
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Consulta proyecto integrador
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Proyecto integrados
ESTRUCTURAS DE DATOS;Listas Enlazadas
ESTRUCTURAS DE DATOS;Multilistas
ESTRUCTURAS DE DATOS;Multilistas
ESTRUCTURAS DE DATOS;Árboles
INGENIERÍA DE SOFTWARE;Modelo de datos
INGENIERÍA DE SOFTWARE;conexion a bases de datos php
ALGORITMIA Y PROGRAMACIÓN;ESTRUCTURACIÓN DE PROBLEMAS
ALGORITMIA Y PROGRAMACIÓN;INTEGRACIÓN DE SENTENCIAS REPETITIVAS AL PROYECTO INTEGRADOR
ESTRUCTURAS DE DATOS;Listas enlazadas
ESTRUCTURAS DE DATOS;Listas enlazadas
ESTRUCTURAS DE DATOS;Pilas y colas
ESTRUCTURAS DE DATOS;Listas Enlazadas
ESTRUCTURAS DE DATOS;Multilistas
ESTRUCTURAS DE DATOS;Multilistas
ESTRUCTURAS DE DATOS;Árboles
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Requerimientos
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Creación de Objetos
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;ArrayList
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Excepciones
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Manejo de excepciones
ANÁLISIS Y DISEÑO DE ALGORITMOS;SUCESIONES SERIES E INDUCCIÓN MATEMÁTICA
INGENIERÍA DE SOFTWARE;Conexion con repo remoto en gitlab y VSCODE
ANÁLISIS Y DISEÑO DE ALGORITMOS;Algoritmos de recomendación
ALGORITMIA Y PROGRAMACIÓN;PROGRAMACIÓN APLICADA AL PROYECTO INTEGRADOR
ALGORITMIA Y PROGRAMACIÓN;ARREGLOS: VECTORES Y MATRICES
PROGRAMACIÓN IMPERATIVA;Ciclos
PROGRAMACIÓN IMPERATIVA;Funciones
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Recomendación proyecto integrador
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Dudas modelo conceptual
ESTRUCTURAS DE DATOS;Grafos
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Requerimientos y UML
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Requerimientos.
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;ciclo de vida del software
ESTRUCTURAS DE DATOS;Listas doblemente enlazadas
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;conceptos de Objetos y GUI
ESTRUCTURAS DE DATOS;Grafos
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Recomendación proyecto integrador
ESTRUCTURAS DE DATOS;Multilistas
PROGRAMACIÓN IMPERATIVA;Proyecto integrador
PROGRAMACIÓN IMPERATIVA;Arreglos y matrices
PROGRAMACIÓN IMPERATIVA;matrices y funciones
PROGRAMACIÓN IMPERATIVA;Arreglos y matrices
ESTRUCTURAS DE DATOS;Pilas y colas
ANÁLISIS Y DISEÑO DE ALGORITMOS;ALGORTIMO DIVIDE Y VENCERÁS
ANÁLISIS Y DISEÑO DE ALGORITMOS;Algoritmo de ordenamiento
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Consulta proyecto integrador
ESTRUCTURAS DE DATOS;Listas enlazadas
ESTRUCTURAS DE DATOS;Listas enlazadas
ESTRUCTURAS DE DATOS;Multilistas
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Proyecto integrador
PROGRAMACIÓN IMPERATIVA;Matrices
PROGRAMACIÓN IMPERATIVA;Matrices en C++
PROGRAMACIÓN IMPERATIVA;Matrices en c++
PROGRAMACIÓN IMPERATIVA;Administración de proyectos
PROGRAMACIÓN IMPERATIVA;Arreglos
PROGRAMACIÓN IMPERATIVA;arreglos y matrices
PROGRAMACIÓN IMPERATIVA;Cifrado con matrices
PROGRAMACIÓN IMPERATIVA;Arreglos y matrices
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Casos de uso
ESTRUCTURAS DE DATOS;PILAS Y COLAS
ANÁLISIS Y DISEÑO DE ALGORITMOS;ALGORITMO DIVIDE Y VENCERÁS
INGENIERÍA DE SOFTWARE;Conexión con namespace de gitlab
ANÁLISIS Y DISEÑO DE ALGORITMOS;Algoritmos
ANÁLISIS Y DISEÑO DE ALGORITMOS;SUCESIONES SERIES E INDUCCIÓN MATEMÁTICA
ANÁLISIS Y DISEÑO DE ALGORITMOS;COMPLEJIDAD TEMPORAL
ANÁLISIS Y DISEÑO DE ALGORITMOS;Algortimos de recomendación
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Requisitos funcionales y no funcionales en Proyecto integrador
ESTRUCTURAS DE DATOS;Multiistas
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Lenguaje Java
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Herencia
ESTRUCTURAS DE DATOS;Multilistas 
INGENIERÍA DE SOFTWARE;Acompañamiento adición namespace gitlab
ANÁLISIS Y DISEÑO DE ALGORITMOS;Aplicación de algoritmos
ESTRUCTURAS DE DATOS;Multilistas
ALGORITMIA Y PROGRAMACIÓN;PROGRAMACIÓN APLICADA AL PROYECTO INTEGRADOR
PROGRAMACIÓN IMPERATIVA;Estructuras selectivas
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Condicionales
INGENIERÍA DE SOFTWARE;casos de uso
INGENIERÍA DE SOFTWARE;Namespace en gitlab
ANÁLISIS Y DISEÑO DE ALGORITMOS;Aplicación de algoritmos
ANÁLISIS Y DISEÑO DE ALGORITMOS;Algoritmos
ALGORITMIA Y PROGRAMACIÓN;Condicionales
ESTRUCTURAS DE DATOS;Apuntadores
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Requisitos y casos de uso
ESTRUCTURAS DE DATOS;Listas enlazadas
ESTRUCTURAS DE DATOS;Árboles
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Seguimiento estudiante repitente
ESTRUCTURAS DE DATOS;Listas enlazadas
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Concepción de modelo - seguimiento plan de trabajo estudiante repitente.
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Clases en entornos de programación python - seguimiento estudiante
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Interfaces de usuario - sugerencias finalización de asignatura
ALGORITMIA Y PROGRAMACIÓN;APLICACIÓN DE VBA CENTRADA EN EL PROYECTO INTEGRADOR
ALGORITMIA Y PROGRAMACIÓN;ARREGLOS Y VECTORES EN VBA INTEGRADOS AL PROYECTO INTEGRADOR
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Uml
ESTRUCTURAS DE DATOS;listas enlazadas
INGENIERÍA DE SOFTWARE;IMPLEMENTACIÓN DEL ALGORITMO DE REGRESIÓN
INGENIERÍA DE SOFTWARE;Redes de computadoras 
PROGRAMACIÓN IMPERATIVA;Proyecto Integrador
PROGRAMACIÓN IMPERATIVA;Funciones
PROGRAMACIÓN IMPERATIVA;estructuras en C++
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Requerimientos Funcionales
ESTRUCTURAS DE DATOS;Listas doblemente enlazadas circulares
ESTRUCTURAS DE DATOS;Pilas y colas
ESTRUCTURAS DE DATOS;Pilas y colas
ANÁLISIS Y DISEÑO DE ALGORITMOS;Algoritmos en video juegos
